TradeID,EntryTime,Type,EntryPrice,SL,TP,Risk,WindowType,WindowHigh,WindowLow,EMA_9_5M,EMA_21_5M,EMA_50_5M,EMA_200_1H,ATR,ATR_Pct,ATR_Ratio,Is_Consolidating,Is_Tight_Range,Consolidation_Score,Trend_Score,EMA_9_Above_21,EMA_21_Above_50,Price_Above_EMA200_1H,ExitTime,ExitPrice,P&L,R_Multiple,Status,EntryHour,EntryDayOfWeek,RangeSize,RangeSizePct,RangeCategory,TradeID_x,ReachedTP,WaitDuration_Min,BestPossibleP&L,WouldHaveWon,TradeID_y,MaxFavorable_Min30,MinAdverse_Min30,WentAgainstFirst,Duration_Minutes,EMA_Pattern,Risk_Range,ATR_Range,RangeSize_Category,ShouldAvoid
,2025-04-21 16:45:00,BUY,3409.53,3398.17,3432.2500000000005,11.360000000000127,1630,3407.26,3398.17,3404.430362097037,3401.5348381966305,3397.2568881610764,3232.976142894637,4.088046362612914,0.1199005834414982,1.1720905898029297,0,0,0.0,1.0,1,1,1,2025-04-22 02:10:00,3432.2500000000005,22.72000000000025,2.0,TP_HIT,16.0,0.0,9.090000000000146,0.2666056611908429,Large (0.2-0.3%),284.0,,,,,,,,,,111,10-15,1.0-1.2,7-10,False
,2025-04-22 10:20:00,SELL,3485.72,3498.33,3460.4999999999995,12.610000000000127,1000,3498.33,3489.18,3490.339844377881,3487.0604077251846,3477.845110907941,3266.05212806636,5.9492499236310685,0.1706749229321651,1.3780684970356076,0,0,0.0,1.0,1,1,1,2025-04-22 12:35:00,3460.4999999999995,25.22000000000025,2.0,TP_HIT,10.0,1.0,9.150000000000093,0.2624995696728392,Large (0.2-0.3%),286.0,,,,,,,,,,111,10-15,1.2-1.5,7-10,False
,2025-04-22 16:45:00,SELL,3435.5,3454.89,3396.7200000000003,19.38999999999988,1630,3454.89,3441.85,3448.658585967837,3452.2470416697943,3456.326402486187,3276.8328869621373,6.444494723156733,0.1875853506958734,1.2905951616762954,0,0,0.0,0.3333333333333333,0,0,1,2025-04-22 20:20:00,3396.7200000000003,38.77999999999975,2.0,TP_HIT,16.0,1.0,13.039999999999964,0.3795662931159937,Very Large (>0.3%),287.0,,,,,,,,,,001,15-20,1.2-1.5,>10,False
,2025-04-23 03:15:00,BUY,3346.18,3326.85,3384.84,19.329999999999927,300,3341.29,3326.85,3337.626050527137,3343.838001167728,3361.608163859322,3287.164424136348,8.250490487663964,0.2465644552195029,0.8685274181483668,0,0,0.0,0.3333333333333333,0,0,1,2025-04-23 05:40:00,3384.84,38.659999999999854,2.0,TP_HIT,3.0,2.0,14.440000000000056,0.4315368569533036,Very Large (>0.3%),288.0,,,,,,,,,,001,15-20,0.8-1.0,>10,False
190.0,2025-04-23 10:15:00,BUY,3322.14,3308.12,3350.18,14.019999999999982,1000,3321.01,3308.12,3321.590238333378,3329.508286527049,3339.6307580018142,3290.962100853568,7.694157632808674,0.2316024500113985,1.438160883520517,0,0,0.0,0.3333333333333333,0,0,1,2025-04-23 10:50:00,3308.12,-14.019999999999982,-1.0,SL_HIT,10.0,2.0,12.890000000000327,0.3880029137844981,Very Large (>0.3%),289.0,True,1105.0,45.0300000000002,True,190.0,1.0099999999997635,3.2400000000002365,False,,001,10-15,1.2-1.5,>10,False
,2025-04-23 16:45:00,SELL,3317.82,3329.0,3295.4600000000005,11.179999999999836,1630,3329.0,3318.66,3323.078330254958,3325.5733890894767,3326.5545606506457,3292.6853863593155,5.697018219987333,0.1717096834664729,1.0517488843902096,0,0,0.0,0.3333333333333333,0,0,1,2025-04-23 17:30:00,3295.4600000000005,22.35999999999968,2.0,TP_HIT,16.0,2.0,10.340000000000146,0.3116504210596158,Very Large (>0.3%),290.0,,,,,,,,,,001,10-15,1.0-1.2,>10,False
191.0,2025-04-24 10:15:00,SELL,3318.15,3327.89,3298.6700000000005,9.739999999999782,1000,3327.89,3319.04,3324.719397568176,3326.719327129053,3329.1524712776377,3295.314580202129,5.394439363887133,0.162573704138967,1.3481389146527416,0,1,0.5,0.3333333333333333,0,0,1,2025-04-24 10:50:00,3327.89,-9.739999999999782,-1.0,SL_HIT,10.0,3.0,8.849999999999909,0.2667148863071262,Large (0.2-0.3%),292.0,True,1380.0,30.93000000000029,True,191.0,10.440000000000056,1.2899999999999636,False,,001,5-10,1.2-1.5,7-10,False
,2025-04-24 16:55:00,SELL,3335.87,3344.38,3318.8499999999995,8.510000000000218,1630,3344.38,3335.91,3338.593470635618,3337.900639325544,3335.8998943088645,3297.6087169221555,4.207533835838782,0.1261300301222404,1.1360366440801168,0,1,0.5,1.0,1,1,1,2025-04-24 17:40:00,3318.8499999999995,17.020000000000437,2.0,TP_HIT,16.0,3.0,8.470000000000255,0.2539067769427542,Large (0.2-0.3%),293.0,,,,,,,,,,111,5-10,1.0-1.2,7-10,False
,2025-04-25 03:20:00,SELL,3352.79,3368.13,3322.11,15.340000000000146,300,3368.13,3358.12,3359.61852796904,3356.7368247775867,3349.0893674257054,3301.5129951706645,5.375452667201292,0.1603277469570504,0.957531674374444,0,0,0.0,1.0,1,1,1,2025-04-25 08:00:00,3322.11,30.68000000000029,2.0,TP_HIT,3.0,4.0,10.010000000000218,0.2985573209178093,Large (0.2-0.3%),294.0,,,,,,,,,,111,15-20,0.8-1.0,>10,False
192.0,2025-04-25 10:25:00,BUY,3297.81,3287.58,3318.27,10.230000000000018,1000,3297.52,3287.58,3297.94007605335,3306.567407302411,3320.812390524195,3303.30736170821,6.874175661093931,0.2084466861673028,1.2647900938058725,0,0,0.0,0.0,0,0,0,2025-04-25 17:00:00,3287.58,-10.230000000000018,-1.0,SL_HIT,10.0,4.0,9.940000000000056,0.3014121492748234,Very Large (>0.3%),295.0,True,475.0,21.36999999999989,True,192.0,1.5,2.5,False,,000,10-15,1.2-1.5,7-10,False
,2025-04-28 03:15:00,SELL,3304.55,3318.1,3277.4500000000007,13.549999999999727,300,3318.1,3308.33,3310.896413356335,3311.634910677699,3306.403579647882,3302.2632404397377,5.365081803684746,0.1623543842182671,1.1081008381676676,0,0,0.0,0.6666666666666666,0,1,1,2025-04-28 06:00:00,3277.4500000000007,27.09999999999945,2.0,TP_HIT,3.0,0.0,9.769999999999982,0.2956529633384268,Large (0.2-0.3%),297.0,,,,,,,,,,011,10-15,1.0-1.2,7-10,False
,2025-04-29 03:35:00,SELL,3333.89,3342.86,3315.95,8.970000000000255,300,3342.86,3334.7,3336.9200607014845,3338.6369040349173,3339.783097235484,3303.938203688244,3.172137650278116,0.0951482397523048,0.9209800947821452,0,0,0.0,0.3333333333333333,0,0,1,2025-04-29 07:10:00,3315.95,17.94000000000051,2.0,TP_HIT,3.0,1.0,8.16000000000031,0.2447591252260965,Large (0.2-0.3%),300.0,,,,,,,,,,001,5-10,0.8-1.0,7-10,False
196.0,2025-04-29 16:50:00,BUY,3312.52,3303.8,3329.96,8.7199999999998,1630,3312.17,3303.8,3309.9541075219167,3310.383994136472,3311.991209143432,3305.411537325192,4.198063734257056,0.126733234342949,1.2237896286075909,0,0,0.0,0.3333333333333333,0,0,1,2025-04-29 17:45:00,3303.8,-8.7199999999998,-1.0,SL_HIT,16.0,1.0,8.36999999999989,0.2526777196816892,Large (0.2-0.3%),302.0,False,,17.409999999999854,True,196.0,6.510000000000218,3.0099999999997635,False,,001,5-10,1.2-1.5,7-10,False
,2025-05-01 03:55:00,SELL,3272.8,3285.28,3247.84,12.480000000000018,300,3285.28,3273.44,3275.4281421915985,3278.0322708237577,3284.9249710443733,3304.586372689429,4.121965425378817,0.1259461447500249,0.8755521247169967,0,0,0.0,0.0,0,0,0,2025-05-01 04:20:00,3247.84,24.96000000000004,2.0,TP_HIT,3.0,3.0,11.840000000000146,0.361769738450261,Very Large (>0.3%),306.0,,,,,,,,,,000,10-15,0.8-1.0,>10,False
,2025-05-06 17:10:00,BUY,3394.45,3375.27,3432.8099999999995,19.17999999999984,1630,3392.27,3375.27,3388.7994725145177,3384.8752720708967,3380.832396175243,3295.2546122850936,4.338606499282691,0.1278147122297483,1.1701637113311747,0,0,0.0,1.0,1,1,1,2025-05-07 00:50:00,3432.8099999999995,38.35999999999967,2.0,TP_HIT,17.0,1.0,17.0,0.5008175109369707,Very Large (>0.3%),317.0,,,,,,,,,,111,15-20,1.0-1.2,>10,False
206.0,2025-05-07 03:45:00,BUY,3395.4,3377.23,3431.74,18.17000000000008,300,3395.36,3377.23,3393.127332785023,3397.217613711582,3403.8927179654856,3304.8155142063147,6.10113313264059,0.179688199700789,0.657690082062367,1,0,0.5,0.3333333333333333,0,0,1,2025-05-07 04:35:00,3377.23,-18.17000000000008,-1.0,SL_HIT,3.0,2.0,18.13000000000011,0.5339577074866028,Very Large (>0.3%),318.0,False,,2.6900000000000546,True,206.0,0.5099999999997635,3.909999999999856,False,,001,15-20,<0.8,>10,False
207.0,2025-05-07 11:10:00,BUY,3395.92,3388.13,3411.5,7.789999999999964,1000,3395.79,3388.13,3392.1313241882103,3390.179740458878,3387.697376286259,3310.9001922478137,3.6589846485126034,0.1077464913340892,1.0345229834133949,0,1,0.5,1.0,1,1,1,2025-05-07 11:30:00,3388.13,-7.789999999999964,-1.0,SL_HIT,11.0,2.0,7.6599999999998545,0.2255647954015363,Large (0.2-0.3%),319.0,True,1110.0,18.860000000000127,True,207.0,5.630000000000109,1.900000000000091,False,,111,5-10,1.0-1.2,7-10,False
210.0,2025-05-08 17:15:00,BUY,3362.54,3349.57,3388.48,12.9699999999998,1630,3358.56,3349.57,3357.727315244721,3352.9085818369663,3348.910587841045,3326.0600482618383,4.328153226374062,0.1287167803616927,1.2554695568066585,0,0,0.0,1.0,1,1,1,2025-05-08 19:25:00,3349.57,-12.9699999999998,-1.0,SL_HIT,17.0,3.0,8.989999999999782,0.267357414335585,Large (0.2-0.3%),323.0,False,,-9.449999999999818,False,210.0,2.9600000000000364,3.720000000000255,False,,111,10-15,1.2-1.5,7-10,False
,2025-05-09 03:15:00,SELL,3315.47,3324.02,3298.3699999999994,8.550000000000182,300,3324.02,3315.63,3317.9112688010414,3315.456195984438,3313.6518558416687,3325.39349102305,3.517496859803173,0.106093460649717,1.096177455369952,0,0,0.0,0.6666666666666666,1,1,0,2025-05-09 05:25:00,3298.3699999999994,17.100000000000364,2.0,TP_HIT,3.0,4.0,8.389999999999873,0.2530561277888165,Large (0.2-0.3%),324.0,,,,,,,,,,110,5-10,1.0-1.2,7-10,False
212.0,2025-05-09 17:15:00,BUY,3334.55,3329.09,3345.4700000000003,5.460000000000036,1630,3334.04,3329.09,3332.522873439626,3331.815812466059,3329.507509413468,3324.9431250742537,3.472840776375598,0.1041472095597786,0.9690846030940438,0,1,0.5,1.0,1,1,1,2025-05-09 18:00:00,3329.09,-5.460000000000036,-1.0,SL_HIT,17.0,4.0,4.949999999999818,0.1484458172766885,Small (0.1-0.15%),326.0,True,95.0,12.980000000000018,True,212.0,1.360000000000127,6.690000000000055,False,,111,5-10,0.8-1.0,3-5,False
213.0,2025-05-12 03:15:00,BUY,3278.3,3265.95,3303.000000000001,12.350000000000364,300,3276.76,3265.95,3276.33740053763,3287.304357566365,3306.0156738803566,3324.487025444745,6.4793394067151695,0.1976432726326196,0.9494547866578442,0,0,0.0,0.0,0,0,0,2025-05-12 05:10:00,3265.95,-12.350000000000364,-1.0,SL_HIT,3.0,0.0,10.8100000000004,0.3297440746728609,Very Large (>0.3%),327.0,False,,6.389999999999873,True,213.0,5.539999999999964,4.019999999999982,False,,000,10-15,0.8-1.0,>10,False
217.0,2025-05-13 10:45:00,BUY,3263.62,3247.37,3296.12,16.25,1000,3258.23,3247.37,3256.2820997090544,3253.5478507168887,3247.550270855455,3303.359289738417,4.125637596140681,0.1264129278574307,1.1892363334161402,0,0,0.0,0.6666666666666666,1,1,0,2025-05-13 16:00:00,3247.37,-16.25,-1.0,SL_HIT,10.0,1.0,10.860000000000127,0.3327593285983088,Very Large (>0.3%),331.0,False,,-5.799999999999727,False,217.0,0.1700000000000727,4.700000000000273,False,,110,15-20,1.0-1.2,>10,False
218.0,2025-05-13 17:35:00,SELL,3237.32,3247.8,3216.36,10.480000000000018,1630,3247.8,3238.21,3241.717688123761,3243.972120910128,3247.5497599067,3299.639132654983,4.729125917387467,0.1460815093159609,1.09322669148554,0,0,0.0,0.0,0,0,0,2025-05-13 18:40:00,3247.8,-10.480000000000018,-1.0,SL_HIT,17.0,1.0,9.590000000000146,0.2962326862960765,Large (0.2-0.3%),332.0,True,1280.0,62.28999999999997,True,218.0,3.690000000000055,1.699999999999818,False,,000,10-15,1.0-1.2,7-10,False
220.0,2025-05-15 06:50:00,SELL,3155.4,3185.86,3094.48,30.46000000000004,300,3185.86,3181.25,3161.189500738564,3169.034540978628,3175.7511872553387,3274.1026650616664,5.36384581996388,0.1699894092655093,1.185235633663351,0,0,0.0,0.0,0,0,0,2025-05-15 16:20:00,3185.86,-30.46000000000004,-1.0,SL_HIT,6.0,3.0,4.610000000000127,0.1460987513469014,Small (0.1-0.15%),336.0,False,,1.050000000000182,True,220.0,1.360000000000127,1.0700000000001637,False,,000,20+,1.0-1.2,3-5,False
,2025-05-15 16:25:00,BUY,3182.42,3120.78,3305.7,61.63999999999987,1000,3132.4,3120.78,3180.4122753656325,3177.964333546115,3171.2942719936354,3263.141746683962,3.5981158077464683,0.1130622547541326,1.1415899052800231,0,1,0.5,0.6666666666666666,1,1,0,2025-05-21 05:00:00,3305.7,123.27999999999976,2.0,TP_HIT,16.0,3.0,11.61999999999989,0.3651309380911347,Very Large (>0.3%),337.0,,,,,,,,,,110,20+,1.0-1.2,>10,False
,2025-05-21 16:45:00,BUY,3299.92,3291.1,3317.5600000000004,8.820000000000164,1630,3299.39,3291.1,3301.3773596905844,3305.1992158005564,3308.0226185255333,3253.452424445111,4.905744770334358,0.1486625363746502,1.362475093479097,0,0,0.0,0.3333333333333333,0,0,1,2025-05-21 23:00:00,3317.5600000000004,17.640000000000327,2.0,TP_HIT,16.0,2.0,8.289999999999964,0.2512182113505771,Large (0.2-0.3%),340.0,,,,,,,,,,001,5-10,1.2-1.5,7-10,False
224.0,2025-05-22 17:00:00,BUY,3312.0,3302.84,3330.32,9.159999999999854,1630,3311.5,3302.84,3306.911272165564,3305.503283682979,3307.0875181481165,3266.9325904376083,4.793149174333616,0.1447206876308459,1.0555347100664672,0,0,0.0,0.6666666666666666,1,0,1,2025-05-22 17:45:00,3302.84,-9.159999999999854,-1.0,SL_HIT,17.0,3.0,8.659999999999854,0.2614734299516864,Large (0.2-0.3%),343.0,True,1020.0,52.5300000000002,True,224.0,0.9600000000000364,7.559999999999945,False,,101,5-10,1.0-1.2,7-10,False
225.0,2025-05-23 04:00:00,SELL,3295.42,3301.73,3282.8,6.309999999999945,300,3301.73,3297.67,3298.880465291323,3298.20336861293,3296.970838011001,3269.774822354303,2.4964514355971588,0.075755182513827,1.3071911138827723,0,0,0.0,1.0,1,1,1,2025-05-23 04:15:00,3301.73,-6.309999999999945,-1.0,SL_HIT,4.0,4.0,4.059999999999945,0.1232012914893987,Small (0.1-0.15%),344.0,False,,8.36999999999989,True,225.0,3.269999999999982,4.920000000000073,False,,111,5-10,1.2-1.5,3-5,False
227.0,2025-05-23 17:30:00,SELL,3342.23,3360.43,3305.8300000000004,18.19999999999981,1630,3360.43,3346.21,3351.1238638315667,3349.4268820363573,3341.998489557692,3276.6279854013465,6.96053508662496,0.2082602061086448,1.017866293592823,0,0,0.0,1.0,1,1,1,2025-05-23 19:50:00,3360.43,-18.19999999999981,-1.0,SL_HIT,17.0,4.0,14.2199999999998,0.425464435421853,Very Large (>0.3%),346.0,False,,-14.2199999999998,False,227.0,4.799999999999727,1.7200000000002549,False,,111,15-20,1.0-1.2,>10,False
229.0,2025-05-26 16:55:00,BUY,3334.39,3326.37,3350.43,8.019999999999982,1630,3334.05,3326.37,3332.547630996912,3332.052127569724,3332.7482995586897,3290.668196000253,2.2550874441439475,0.0676311842389146,1.2533124961734987,0,0,0.0,0.6666666666666666,1,0,1,2025-05-27 09:25:00,3326.37,-8.019999999999982,-1.0,SL_HIT,16.0,0.0,7.680000000000291,0.2303269863453372,Large (0.2-0.3%),349.0,False,,-6.0,False,229.0,0.7200000000002547,3.4899999999997817,False,,101,5-10,1.2-1.5,7-10,False
,2025-05-27 09:30:00,SELL,3326.44,3348.48,3282.36,22.039999999999964,300,3348.48,3346.33,3329.5792514458017,3333.589190183054,3337.5401144606744,3297.0171990972203,2.3789870209434376,0.0715175088365771,1.161667196298233,0,0,0.0,0.3333333333333333,0,0,1,2025-05-29 00:50:00,3282.36,44.07999999999993,2.0,TP_HIT,9.0,1.0,2.150000000000091,0.0646336624138746,Very Small (<0.1%),350.0,,,,,,,,,,001,20+,1.0-1.2,<3,False
233.0,2025-05-30 10:25:00,SELL,3291.13,3304.21,3264.9700000000003,13.079999999999927,1000,3304.21,3291.55,3295.715604279103,3296.4870873250698,3298.720626243067,3298.5186558531605,3.273512836037909,0.0994647077459082,1.2281766960752156,0,0,0.0,0.0,0,0,0,2025-05-30 16:10:00,3304.21,-13.079999999999927,-1.0,SL_HIT,10.0,4.0,12.659999999999854,0.384670310805099,Very Large (>0.3%),354.0,False,,19.309999999999945,True,233.0,0.9800000000000182,5.2800000000002,False,,000,10-15,1.2-1.5,>10,False
234.0,2025-05-30 17:05:00,BUY,3306.44,3296.1,3327.1200000000003,10.340000000000146,1630,3305.9,3296.1,3303.003356303378,3300.0536529126075,3297.9746560037097,3298.193426316952,4.26419081544436,0.1289662239582257,0.997544726937234,0,0,0.0,1.0,1,1,1,2025-05-30 17:15:00,3296.1,-10.340000000000146,-1.0,SL_HIT,17.0,4.0,9.800000000000182,0.2963912848864695,Large (0.2-0.3%),355.0,False,,-3.599999999999909,False,234.0,3.2800000000002,3.5299999999997453,False,,111,10-15,0.8-1.0,7-10,False
235.0,2025-06-02 16:50:00,SELL,3356.38,3363.64,3341.8600000000006,7.2599999999997635,1630,3363.64,3360.35,3359.342727823954,3357.1216054408264,3352.5237839946826,3302.3645279656407,3.325709529050634,0.0990862038580445,1.055496681445005,0,0,0.0,1.0,1,1,1,2025-06-02 17:40:00,3363.64,-7.2599999999997635,-1.0,SL_HIT,16.0,0.0,3.289999999999964,0.0980222739975796,Very Small (<0.1%),358.0,False,,7.300000000000182,True,235.0,2.340000000000145,0.9400000000000546,False,,111,5-10,1.0-1.2,3-5,False
236.0,2025-06-03 03:25:00,SELL,3385.36,3390.52,3375.0400000000004,5.159999999999855,300,3390.52,3388.19,3388.3244674506163,3387.062049870105,3383.192082917809,3309.6490963012,2.2544666413932326,0.0665945908675364,1.1884897578201998,0,0,0.0,1.0,1,1,1,2025-06-03 03:25:00,3390.52,-5.159999999999855,-1.0,SL_HIT,3.0,1.0,2.3299999999999272,0.068825767422074,Very Small (<0.1%),359.0,True,75.0,52.16000000000031,True,236.0,2.649999999999636,1.5100000000002185,False,,111,5-10,1.0-1.2,<3,False
237.0,2025-06-03 10:40:00,SELL,3355.55,3367.28,3332.09,11.730000000000018,1000,3367.28,3359.28,3360.998496840933,3362.116822316774,3364.613939639797,3313.480107816111,3.444468893824193,0.1026499051965905,1.2749682258286537,0,0,0.0,0.3333333333333333,0,0,1,2025-06-04 05:30:00,3367.28,-11.730000000000018,-1.0,SL_HIT,10.0,1.0,8.0,0.2384109907466734,Large (0.2-0.3%),360.0,False,,11.75,True,237.0,3.119999999999891,4.460000000000036,False,,001,10-15,1.2-1.5,7-10,False
238.0,2025-06-04 05:35:00,BUY,3369.34,3357.03,3393.96,12.309999999999944,300,3360.6,3357.03,3362.2526268383567,3359.208914635566,3357.277825897452,3320.3581165984524,3.465420573682496,0.1028516140752342,1.2013192951794085,0,0,0.0,1.0,1,1,1,2025-06-04 08:00:00,3357.03,-12.309999999999944,-1.0,SL_HIT,5.0,2.0,3.569999999999709,0.1059554690235983,Small (0.1-0.15%),361.0,False,,15.309999999999944,True,238.0,0.7400000000002365,1.1099999999996726,False,,111,10-15,1.2-1.5,3-5,False
239.0,2025-06-04 10:25:00,BUY,3355.43,3349.0,3368.2899999999995,6.429999999999836,1000,3353.96,3349.0,3352.884340365548,3353.5916150598023,3356.308590747286,3322.154854466658,3.2830642667955217,0.0978433246050587,1.1394086978003728,0,1,0.5,0.3333333333333333,0,0,1,2025-06-04 14:50:00,3349.0,-6.429999999999836,-1.0,SL_HIT,10.0,2.0,4.960000000000036,0.1478201005534324,Small (0.1-0.15%),362.0,True,205.0,44.16000000000031,True,239.0,0.6900000000000546,3.269999999999982,False,,001,5-10,1.0-1.2,3-5,False
,2025-06-04 16:45:00,BUY,3359.16,3349.32,3378.8399999999992,9.83999999999969,1630,3356.33,3349.32,3353.544372927721,3352.345469907139,3353.905791253599,3324.1308311533285,4.448920244226182,0.1324414509647108,1.3724258355843344,0,0,0.0,0.6666666666666666,1,0,1,2025-06-04 18:35:00,3378.8399999999992,19.67999999999938,2.0,TP_HIT,16.0,2.0,7.009999999999764,0.2086831231617358,Large (0.2-0.3%),363.0,,,,,,,,,,101,5-10,1.2-1.5,7-10,False
,2025-06-06 17:55:00,SELL,3343.21,3364.17,3301.29,20.96000000000004,1630,3364.17,3343.51,3348.9705415988137,3352.1377633347333,3355.5993983982607,3340.091707454281,5.828502933474778,0.1743385229607107,1.0708181528101204,0,0,0.0,0.3333333333333333,0,0,1,2025-06-09 04:45:00,3301.29,41.92000000000007,2.0,TP_HIT,17.0,4.0,20.65999999999985,0.6179689579775083,Very Large (>0.3%),369.0,,,,,,,,,,001,20+,1.0-1.2,>10,False
242.0,2025-06-09 04:50:00,SELL,3303.84,3318.18,3275.1600000000008,14.33999999999969,300,3318.18,3314.68,3307.2205451081654,3310.506703089428,3313.698869431889,3337.876933044756,3.800132244740837,0.1150216791594277,1.4168125296747711,0,0,0.0,0.0,0,0,0,2025-06-09 10:20:00,3318.18,-14.33999999999969,-1.0,SL_HIT,4.0,0.0,3.5,0.1059373335270473,Small (0.1-0.15%),370.0,False,,1.900000000000091,True,242.0,2.070000000000164,7.179999999999836,False,,000,10-15,1.2-1.5,3-5,False
243.0,2025-06-09 10:25:00,BUY,3318.77,3312.47,3331.3700000000003,6.300000000000182,1000,3317.18,3312.47,3316.6530279420685,3314.4737661490108,3311.9862423491563,3336.290808476672,2.318426095820615,0.0698579924436045,1.1944271218073483,0,0,0.0,0.6666666666666666,1,1,0,2025-06-09 14:50:00,3312.47,-6.300000000000182,-1.0,SL_HIT,10.0,0.0,4.710000000000036,0.1419200486927396,Small (0.1-0.15%),371.0,True,290.0,19.38999999999988,True,243.0,3.980000000000018,5.470000000000255,False,,110,5-10,1.0-1.2,3-5,False
247.0,2025-06-11 03:15:00,SELL,3322.05,3327.14,3311.870000000001,5.089999999999691,300,3327.14,3323.39,3324.267444637466,3324.4028665207834,3325.0505749517733,3332.4784799270647,2.240723990359644,0.067450038089723,1.2368996695977816,0,1,0.5,0.0,0,0,0,2025-06-11 03:50:00,3327.14,-5.089999999999691,-1.0,SL_HIT,3.0,2.0,3.75,0.1128821059285681,Small (0.1-0.15%),376.0,False,,2.7600000000002183,True,247.0,3.6399999999998727,2.800000000000182,False,,000,5-10,1.2-1.5,3-5,False
251.0,2025-06-12 10:15:00,SELL,3366.21,3375.15,3348.33,8.940000000000055,1000,3375.15,3371.36,3371.945250743104,3372.6080202016874,3371.858961348683,3336.639817201419,2.443393792516648,0.0725858990531383,1.3363645928572496,0,0,0.0,0.6666666666666666,0,1,1,2025-06-12 10:50:00,3375.15,-8.940000000000055,-1.0,SL_HIT,10.0,3.0,3.789999999999964,0.1125895294708281,Small (0.1-0.15%),380.0,True,50.0,27.539999999999964,True,251.0,5.320000000000164,29.509999999999764,False,,011,5-10,1.2-1.5,3-5,False
252.0,2025-06-12 17:00:00,BUY,3392.12,3381.46,3413.44,10.659999999999854,1630,3390.28,3381.46,3387.316818858408,3383.8422025314494,3378.024808581992,3339.112704760764,4.213166154201457,0.1242045138203087,1.021752652756313,0,0,0.0,1.0,1,1,1,2025-06-12 17:10:00,3381.46,-10.659999999999854,-1.0,SL_HIT,17.0,3.0,8.820000000000164,0.2600143862835089,Large (0.2-0.3%),381.0,True,675.0,52.2800000000002,True,252.0,0.5199999999999818,3.929999999999836,False,,111,10-15,1.0-1.2,7-10,False
254.0,2025-06-13 16:50:00,BUY,3436.37,3426.66,3455.79,9.710000000000036,1630,3434.53,3426.66,3429.750525859968,3425.843228587717,3423.102740793319,3353.074220574744,3.7971043280332353,0.1104975403706013,1.1858380248368725,0,0,0.0,1.0,1,1,1,2025-06-13 18:15:00,3426.66,-9.710000000000036,-1.0,SL_HIT,16.0,4.0,7.870000000000346,0.2290207399086928,Large (0.2-0.3%),384.0,False,,3.4700000000002547,True,254.0,0.8699999999998909,16.949999999999818,False,,111,5-10,1.0-1.2,7-10,False
255.0,2025-06-16 03:15:00,SELL,3444.81,3450.12,3434.19,5.309999999999945,300,3450.12,3446.17,3446.618119480442,3444.043832703441,3439.393150902753,3361.400163656088,3.574631891437176,0.1037686226943482,1.031887707153856,0,0,0.0,1.0,1,1,1,2025-06-16 04:20:00,3450.12,-5.309999999999945,-1.0,SL_HIT,3.0,0.0,3.949999999999818,0.1146652500428127,Small (0.1-0.15%),385.0,True,40.0,62.04999999999973,True,255.0,22.640000000000327,9.579999999999927,False,,111,5-10,1.0-1.2,3-5,False
260.0,2025-06-17 17:10:00,BUY,3393.33,3384.13,3411.73,9.199999999999818,1630,3391.49,3384.13,3389.23372279448,3389.403157035445,3389.5365252111915,3373.656546362365,3.892625101714668,0.114714015486695,1.1246178316863822,0,0,0.0,0.3333333333333333,0,0,1,2025-06-17 18:25:00,3384.13,-9.199999999999818,-1.0,SL_HIT,17.0,1.0,7.359999999999673,0.2168960873242411,Large (0.2-0.3%),390.0,False,,6.680000000000291,True,260.0,4.25,16.039999999999964,False,,001,5-10,1.0-1.2,7-10,False
,2025-06-20 17:10:00,BUY,3352.46,3341.97,3373.4400000000005,10.490000000000236,1630,3349.34,3341.97,3347.984000219089,3348.7389601324257,3350.4858084214325,3372.281456839511,3.445975776310948,0.1027894673258129,1.1921085424029754,0,0,0.0,0.0,0,0,0,2025-06-20 17:55:00,3373.4400000000005,20.98000000000048,2.0,TP_HIT,17.0,4.0,7.370000000000346,0.2198385663065434,Large (0.2-0.3%),399.0,,,,,,,,,,000,10-15,1.0-1.2,7-10,False
,2025-06-23 03:45:00,SELL,3372.38,3380.47,3356.2000000000007,8.08999999999969,300,3380.47,3372.45,3375.699809046599,3375.640829998956,3373.2591066362183,3372.137694833061,3.470749662353471,0.1029169210573384,0.7794885442829437,0,0,0.0,1.0,1,1,1,2025-06-23 05:20:00,3356.2000000000007,16.17999999999938,2.0,TP_HIT,3.0,0.0,8.019999999999982,0.2378142439464112,Large (0.2-0.3%),400.0,,,,,,,,,,111,5-10,<0.8,7-10,False
,2025-06-23 17:05:00,BUY,3364.2,3355.88,3380.8399999999992,8.319999999999709,1630,3363.18,3355.88,3362.9342030930725,3365.582129506221,3366.1716787521195,3371.082307483934,3.075599151671088,0.0914214122724893,0.9589003944857898,0,0,0.0,0.0,0,0,0,2025-06-23 17:40:00,3380.8399999999992,16.639999999999418,2.0,TP_HIT,17.0,0.0,7.299999999999727,0.2169906664288606,Large (0.2-0.3%),402.0,,,,,,,,,,000,5-10,0.8-1.0,7-10,False
