direction,breakout_time,entry_time,exit_time,entry_price,stop_price,target_price,exit_price,result,entry_type,pnl,rr_multiple,range_high,range_low,range_width,breakout_close,ema_value
LONG,2025-01-08 14:45:00,2025-01-08 14:45:00,2025-01-08 16:30:00,2652.05,2645.87,2664.4100000000008,2664.4100000000008,WIN,BREAKOUT,12.360000000000582,2.0,2651.2,2645.87,5.329999999999927,2652.05,2637.9064504497014
LONG,2025-01-08 18:45:00,2025-01-08 18:45:00,2025-01-08 19:25:00,2668.56,2662.66,2680.36,2662.66,LOSS,BREAKOUT,-5.900000000000091,-1.0,2668.19,2662.66,5.5300000000002,2668.56,2638.9418899740185
LONG,2025-01-09 15:35:00,2025-01-09 15:35:00,2025-01-09 16:00:00,2677.03,2671.26,2688.57,2671.26,LOSS,BREAKOUT,-5.769999999999982,-1.0,2676.86,2671.26,5.599999999999909,2677.03,2643.2662686445424
SHORT,2025-01-10 14:25:00,2025-01-10 14:25:00,2025-01-10 15:30:00,2676.93,2683.08,2664.6299999999997,2664.6299999999997,WIN,BREAKOUT,12.300000000000182,2.0,2683.08,2677.12,5.960000000000036,2676.93,2649.259957239192
LONG,2025-01-14 06:55:00,2025-01-14 06:55:00,2025-01-14 07:50:00,2673.57,2668.38,2683.9500000000003,2668.38,LOSS,BREAKOUT,-5.190000000000055,-1.0,2673.54,2668.38,5.1599999999998545,2673.57,2658.4134593820545
SHORT,2025-01-14 15:20:00,2025-01-14 15:20:00,2025-01-14 15:30:00,2666.19,2671.67,2655.23,2671.67,LOSS,BREAKOUT,-5.480000000000018,-1.0,2671.67,2666.48,5.190000000000055,2666.19,2659.2409228185243
LONG,2025-01-15 15:30:00,2025-01-15 15:30:00,2025-01-15 16:30:00,2687.94,2682.15,2699.52,2682.15,LOSS,BREAKOUT,-5.789999999999964,-1.0,2687.3,2682.15,5.150000000000091,2687.94,2663.1209242322334
SHORT,2025-01-16 08:15:00,2025-01-16 08:15:00,2025-01-16 09:05:00,2690.46,2696.09,2679.2,2696.09,LOSS,BREAKOUT,-5.630000000000109,-1.0,2696.09,2690.84,5.25,2690.46,2667.5871535783162
SHORT,2025-01-16 14:20:00,2025-01-16 14:20:00,2025-01-16 15:25:00,2702.76,2711.04,2686.2000000000007,2711.04,LOSS,BREAKOUT,-8.279999999999745,-1.0,2711.04,2704.17,6.869999999999891,2702.76,2669.674056603507
SHORT,2025-01-17 15:55:00,2025-01-17 15:55:00,2025-01-17 16:50:00,2704.9,2712.12,2690.4600000000005,2712.12,LOSS,BREAKOUT,-7.2199999999998,-1.0,2712.12,2705.16,6.960000000000036,2704.9,2678.962435548573
