WindowID,EntryTime,Loss_baseline_breakout,Loss_pullback_ema,Loss_pullback_ema_reversal,Loss_pullback_only,Loss_reversal_failed_move,Loss_reversal_only,R_Multiple_baseline_breakout,R_Multiple_pullback_ema,R_Multiple_pullback_ema_reversal,R_Multiple_pullback_only,R_Multiple_reversal_failed_move,R_Multiple_reversal_only,TradeTaken_baseline_breakout,TradeTaken_pullback_ema,TradeTaken_pullback_ema_reversal,TradeTaken_pullback_only,TradeTaken_reversal_failed_move,TradeTaken_reversal_only,Win_baseline_breakout,Win_pullback_ema,Win_pullback_ema_reversal,Win_pullback_only,Win_reversal_failed_move,Win_reversal_only,EMA_9_5M,EMA_21_5M,EMA_50_5M,EMA_200_5M,EMA_200_1H,ATR,ATR_Pct,ATR_Ratio,Consolidation_Score,Trend_Score,Is_Consolidating,Is_Tight_Range,RangeHigh,RangeLow,RangeWidth,RangeMid,EntryOffset,BreakoutDistance,BreakoutBodyPct,BreakoutAtrMultiple,RangeAtrRatio,ATR_Value,PriceAboveEMA200_5M,Price_Above_EMA200_5M,Price_Above_EMA200_1H,Market,BestMode,BestResult,BestRR,TargetWin
2025-09-11_0300,2025-09-11 03:50:00,,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,,,23872.136122420667,23868.55837054532,23862.4284128384,23871.173015366803,23660.05686102726,9.585786001697535,0.0401468958615757,1.1344878351626846,0.5,1.0,0,1,23880.03,23857.15,22.87999999999738,23868.59,11.43999999999869,3.0,0.7978378378375547,0.3255784714801171,2.4830784758214093,9.214368463497156,1,1,1,UT100,pullback_ema,LOSS,-1.0,0
2025-09-11_1000,2025-09-11 10:25:00,,0.0,0.0,,,,,2.0,2.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,23888.47433213162,23882.67788995222,23877.2240971429,23874.40962097918,23674.981621316536,9.805928521325871,0.0410523499620113,1.2026657371123182,0.0,1.0,0,0,23896.4,23881.15,15.25,23888.775,7.625,1.25,0.8201438848921287,0.1322762867236841,1.613770698028947,9.44991752460637,1,1,1,UT100,pullback_ema,WIN,2.0,1
2025-09-11_1630,2025-09-11 17:35:00,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,,23952.680216345623,23940.57913114122,23926.948546801126,23899.83173634886,23692.118307175137,27.35513557233429,0.1140562442819319,1.0378804084637734,0.0,1.0,0,0,23971.53,23886.28,85.25,23928.905,54.99500000000262,12.37000000000262,0.8914392059553526,0.4522002812705143,3.116416651439223,27.35513557233429,1,1,1,UT100,baseline_breakout,WIN,2.0,1
2025-09-11_1630,2025-09-11 17:45:00,,0.0,0.0,0.0,,,,2.0,2.0,2.0,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,23963.0601384612,23947.728207554726,23931.17270314091,23901.457694887533,23692.118307175137,24.69839071877584,0.1030048115922405,0.9322255521308448,0.0,1.0,0,0,23971.53,23886.28,85.25,23928.905,42.625,12.37000000000262,0.8914392059553526,0.4522002812705143,3.116416651439223,27.35513557233429,1,1,1,UT100,pullback_only,WIN,2.0,1
2025-09-12_0300,2025-09-12 05:30:00,,,,,,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,23979.0095723831,23983.91216544312,23988.159314725643,23966.7896432637,23723.25752127869,4.6883962950844165,0.0195547185329712,0.8930589492824456,0.0,0.3333333333333333,0,0,24001.28,23986.9,14.37999999999738,23994.09,-19.0625,0.0,0.1538461538461538,0.0,2.80091466854856,5.13403716345601,1,1,1,UT100,reversal_only,WIN,2.0,1
2025-09-12_1000,2025-09-12 10:50:00,,,,,,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,23998.241973815457,24000.20669317558,23999.619710815656,23981.959171711023,23736.760118574828,7.536331326895063,0.0314042854251312,1.069965532782761,0.0,0.6666666666666666,0,0,24011.9,23998.65,13.25,24005.275,-10.215000000003783,0.0,0.5727391874186264,0.0,1.7383415099460229,7.622207675643335,1,1,1,UT100,reversal_only,LOSS,-1.0,0
2025-09-15_0300,2025-09-15 03:50:00,,,,,,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,24086.254645600853,24089.45781898471,24092.16967718413,24061.05487840436,23787.224261606112,8.11211128373574,0.0336741435512356,1.0863039664828356,0.5,0.3333333333333333,0,1,24096.9,24082.53,14.37000000000262,24089.715,-3.875,0.0,0.5,0.0,1.5607306043591858,9.207226384788386,1,1,1,UT100,reversal_only,WIN,2.0,1
2025-09-15_1000,2025-09-15 11:40:00,,,,,,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,24088.30922956916,24101.75108099444,24109.095614992213,24090.63292046305,23811.882152431604,17.948848640914676,0.074530205940437,1.4776816335888714,0.0,0.3333333333333333,0,0,24134.78,24125.78,9.0,24130.28,-55.40999999999622,0.0,0.7375328083990403,0.0,1.166887201223421,7.712827761384275,1,0,1,UT100,reversal_only,WIN,2.0,1
2025-09-15_1630,2025-09-15 16:45:00,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,,24177.75762299633,24158.653679175364,24136.41926000309,24105.3914610166,23828.03156516868,19.43946107489624,0.0802921868864694,1.5857345624521328,0.0,1.0,0,0,24208.53,24155.03,53.5,24181.78,29.12000000000262,2.37000000000262,0.8261494252874599,0.1219169600881165,2.752133909159083,19.43946107489624,1,1,1,UT100,baseline_breakout,WIN,2.0,1
2025-09-16_0300,2025-09-16 03:40:00,,,0.0,1.0,,0.0,,,2.0,-1.0,,2.0,,,1.0,1.0,,1.0,,,1.0,0.0,,1.0,24281.719395195192,24281.767225872,24275.840734668207,24217.444543734026,23870.189890603982,5.67444065099237,0.0233686003402159,1.0592298219133562,0.5,0.6666666666666666,0,1,24290.78,24281.9,8.87999999999738,24286.34,-4.43999999999869,2.37000000000262,0.5939524838016319,0.4650554740958723,1.7424863333188034,5.096166225352372,1,1,1,UT100,pullback_ema_reversal,WIN,2.0,1
2025-09-16_0300,2025-09-16 04:20:00,,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,24289.0050108762,24286.031211956964,24279.559252678915,24222.963530156383,23874.443523533297,4.845422966618138,0.0199464393943321,0.8959478796381539,0.0,1.0,0,0,24290.78,24281.9,8.87999999999738,24286.34,4.43999999999869,0.7400000000016007,0.8438061041294387,0.1382000323699275,1.6584003884350538,5.354557356548243,1,1,1,UT100,pullback_ema,WIN,2.0,1
2025-09-16_0300,2025-09-16 05:35:00,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,,24307.55346623042,24300.293232471813,24290.203654763587,24234.010458863784,23878.802990960827,6.226910706514342,0.0256085698702623,1.2264256127682882,0.0,1.0,0,0,24290.78,24281.9,8.87999999999738,24286.34,29.38999999999941,24.950000000000728,0.8116385911179506,4.006802277395603,1.4260683055415395,6.226910706514342,1,1,1,UT100,baseline_breakout,WIN,2.0,1
2025-09-16_1000,2025-09-16 10:20:00,,1.0,1.0,1.0,,,,-1.0,-1.0,-1.0,,,,1.0,1.0,1.0,,,,0.0,0.0,0.0,,,24340.127049810264,24336.40772695299,24328.2928373755,24275.36886015724,23900.9153161692,9.978211540251596,0.0409788873274988,1.5496267894613482,0.0,1.0,0,0,24346.03,24324.29,21.739999999997963,24335.16,10.86999999999898,1.069999999999709,0.3870470316112379,0.1238060271528632,2.515460775984792,8.642551777213402,1,1,1,UT100,pullback_only,LOSS,-1.0,0
2025-09-16_1000,2025-09-16 11:50:00,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,,,,24376.863452428726,24365.61337222104,24349.101198503256,24290.46410718873,23905.69018864513,8.503297365542197,0.0348699010880201,0.9042323591791775,0.0,1.0,0,0,24346.03,24324.29,21.739999999997963,24335.16,50.61999999999898,39.75,0.3518821603932128,4.674657170179467,2.556655267413637,8.503297365542197,1,1,1,UT100,baseline_breakout,LOSS,-1.0,0
2025-09-16_1630,2025-09-16 16:50:00,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,,24313.359687670105,24327.79654235659,24340.751399733726,24316.91587994196,23926.91688404535,20.23135851110741,0.0833197778361515,1.7758357412626282,0.0,0.3333333333333333,0,0,24342.89,24296.58,46.30999999999767,24319.735,-38.15499999999884,15.0,0.6580962800874401,0.741423270798385,2.289020778044766,20.23135851110741,0,0,1,UT100,baseline_breakout,WIN,2.0,1
2025-09-16_1630,2025-09-16 17:05:00,,,,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,24298.64872008709,24316.64759756318,24334.204310764893,24315.907743177475,23930.45184042301,19.74528434041529,0.0813001091551592,1.4924812013313675,0.0,0.3333333333333333,0,0,24342.89,24296.58,46.30999999999767,24319.735,-23.15499999999884,15.0,0.6580962800874401,0.741423270798385,2.289020778044766,20.23135851110741,0,0,1,UT100,pullback_only,WIN,2.0,1
2025-09-16_1630,2025-09-16 17:20:00,,,1.0,,,1.0,,,-1.0,,,-1.0,,,1.0,,,1.0,,,0.0,,,0.0,24295.2263846846,24310.22228216617,24329.256031067835,24315.149587056017,23930.45184042301,21.31580731730165,0.0877184331250021,1.4231630025878312,0.0,0.3333333333333333,0,0,24342.89,24296.58,46.30999999999767,24319.735,-29.7925000000032,0.0,0.6580962800874401,0.0,2.289020778044766,20.23135851110741,0,0,1,UT100,pullback_ema_reversal,LOSS,-1.0,0
2025-09-17_0300,2025-09-17 04:45:00,,,1.0,,,1.0,,,-1.0,,,-1.0,,,1.0,,,1.0,,,0.0,,,0.0,24286.650951873984,24288.757523278822,24289.57148732748,24294.103381865847,23963.905266437545,5.750160305233472,0.0236774370825,0.957899200153565,0.0,0.3333333333333333,0,0,24300.4,24281.4,19.0,24290.9,-7.529999999998836,0.0,0.2742946708465076,0.0,3.050813763035266,6.227846560222945,0,0,1,UT100,pullback_ema_reversal,LOSS,-1.0,0
2025-09-17_1000,2025-09-17 11:05:00,,1.0,1.0,,,,,-1.0,-1.0,,,,,1.0,1.0,,,,,0.0,0.0,,,,24294.053323522392,24288.914643084885,24281.8205365748,24284.64145214872,23984.98068388636,7.535578322137499,0.0310211039377826,1.0861852780004964,0.0,1.0,0,0,24289.53,24275.78,13.75,24282.655,6.875,3.6200000000026193,0.7527675276758414,0.5140133477767377,1.952398765725146,7.042618670624427,1,1,1,UT100,pullback_ema,LOSS,-1.0,0
2025-09-17_1000,2025-09-17 11:50:00,,,,,,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,24260.56945081419,24271.1989551833,24275.12448421652,24282.56875485361,23984.98068388636,17.95683342831591,0.0740185797481272,1.9284001617641364,0.0,0.3333333333333333,0,0,24289.53,24275.78,13.75,24282.655,-33.62749999999869,0.0,0.944954128440367,0.0,1.332646142248653,10.31781773427026,0,0,1,UT100,reversal_only,WIN,2.0,1
2025-09-17_1630,2025-09-17 17:10:00,,,,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,24234.64908879971,24246.38379041308,24254.86929319732,24270.357303519977,23999.811525903613,21.0390826397021,0.0868472043380175,1.611816933030056,0.0,0.3333333333333333,0,0,24291.28,24216.28,75.0,24253.78,-37.5,0.1299999999973806,0.4388816644994245,0.0059176520632067,3.4140300365342098,21.968172276579345,0,0,1,UT100,pullback_only,WIN,2.0,1
2025-09-17_1630,2025-09-17 17:50:00,,,1.0,,,1.0,,,-1.0,,,-1.0,,,1.0,,,1.0,,,0.0,,,0.0,24194.720805205965,24216.066739289698,24237.361014392274,24264.31117312633,23999.811525903613,21.311212681877304,0.0881369775074382,1.157137119057449,0.0,0.3333333333333333,0,0,24291.28,24216.28,75.0,24253.78,-75.69249999999738,0.0,0.4388816644994245,0.0,3.4140300365342098,21.968172276579345,0,0,1,UT100,pullback_ema_reversal,LOSS,-1.0,0
2025-09-17_1630,2025-09-17 18:10:00,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,,,,24180.719241812367,24201.56634061177,24227.40790641544,24260.609809898862,24001.41190873045,20.07291388458442,0.083009726006701,0.974492025943376,0.0,0.3333333333333333,0,0,24291.28,24216.28,75.0,24253.78,-72.37999999999738,34.87999999999738,0.6176470588235294,1.7376650047198428,3.7363783071673735,20.07291388458442,0,0,1,UT100,baseline_breakout,LOSS,-1.0,0
2025-09-18_0300,2025-09-18 03:20:00,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,,,,24321.61931991541,24313.3783540518,24280.792545476183,24245.66281919,24019.819834713104,8.984977521869693,0.0369544881692684,0.9104550173271518,0.5,1.0,0,1,24333.63,24317.5,16.13000000000102,24325.565,-11.93500000000131,3.869999999998981,0.6272340425531048,0.4307189406516922,1.795218737135417,8.984977521869693,1,1,1,UT100,baseline_breakout,LOSS,-1.0,0
2025-09-18_0300,2025-09-18 03:30:00,,,,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,24318.89316474587,24313.477813265945,24283.339062548373,24247.013769529058,24019.819834713104,8.39884978309349,0.0345413058857952,0.8926072211341018,0.5,1.0,0,1,24333.63,24317.5,16.13000000000102,24325.565,-8.065000000002328,3.869999999998981,0.6272340425531048,0.4307189406516922,1.795218737135417,8.984977521869693,1,1,1,UT100,pullback_only,LOSS,-1.0,0
2025-09-18_0300,2025-09-18 04:05:00,,,0.0,,,0.0,,,2.0,,,2.0,,,1.0,,,1.0,,,1.0,,,1.0,24319.90161396732,24316.03715709476,24291.84219710541,24251.802851305085,24023.02690103437,9.626752132008448,0.0395600983460044,1.1314689374791116,0.5,1.0,0,1,24333.63,24317.5,16.13000000000102,24325.565,-4.845000000001164,0.0,0.6272340425531048,0.0,1.795218737135417,8.984977521869693,1,1,1,UT100,pullback_ema_reversal,WIN,2.0,1
2025-09-18_0300,2025-09-18 04:15:00,,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,,,24324.06383293909,24318.768146359307,24294.922958573665,24253.39049069412,24023.02690103437,9.648449379152993,0.0396612727401588,1.1258902675494744,0.5,1.0,0,1,24333.63,24317.5,16.13000000000102,24325.565,8.06499999999869,0.8699999999989814,0.7311827956989247,0.0903731588877495,1.6755391412197695,9.626752132008448,1,1,1,UT100,pullback_ema,LOSS,-1.0,0
2025-09-18_1000,2025-09-18 10:15:00,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,,,,24376.372251584704,24370.644409169432,24366.82105831897,24313.3058658182,24044.023148486234,11.7756863526558,0.0482595262549544,1.2229254517043922,0.0,1.0,0,0,24384.63,24369.63,15.0,24377.13,23.61999999999898,16.11999999999898,0.8233532934131378,1.368922330065576,1.2738111011777256,11.7756863526558,1,1,1,UT100,baseline_breakout,LOSS,-1.0,0
2025-09-18_1000,2025-09-18 10:20:00,,1.0,1.0,1.0,,,,-1.0,-1.0,-1.0,,,,1.0,1.0,1.0,,,,0.0,0.0,0.0,,,24376.223801267763,24371.097644699483,24367.16650701234,24313.926006456823,24044.023148486234,13.721594838968226,0.0562922674776743,1.387416830584626,0.0,1.0,0,0,24384.63,24369.63,15.0,24377.13,7.5,16.11999999999898,0.8233532934131378,1.368922330065576,1.2738111011777256,11.7756863526558,1,1,1,UT100,pullback_only,LOSS,-1.0,0
2025-09-18_1630,2025-09-18 17:00:00,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,,24434.012683042984,24441.922324465537,24449.96738631281,24392.42394035144,24072.5607694762,37.07495683414518,0.1514946680930617,1.6806363168563474,0.0,0.3333333333333333,0,0,24462.15,24374.15,88.0,24418.15,54.62999999999738,10.62999999999738,0.7518796992481203,0.286716449800621,2.373569857239969,37.07495683414518,1,1,1,UT100,baseline_breakout,WIN,2.0,1
2025-09-19_0300,2025-09-19 03:35:00,,,1.0,,,1.0,,,-1.0,,,-1.0,,,1.0,,,1.0,,,0.0,,,0.0,24471.606604929253,24479.039336009064,24481.43962395449,24458.28736321953,24107.965130157543,9.532182738576244,0.0389660649303809,1.1878074204396656,0.0,0.3333333333333333,0,0,24502.65,24476.78,25.87000000000262,24489.715,-29.81000000000131,0.0,0.4886956521741408,0.0,2.8623731985628584,9.037954943468392,1,1,1,UT100,pullback_ema_reversal,LOSS,-1.0,0
2025-09-19_1000,2025-09-19 10:25:00,,0.0,0.0,0.0,,,,2.0,2.0,2.0,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,24435.093838111123,24442.183330490512,24452.61917933982,24458.265320789524,24131.56000035994,13.850381266698854,0.0566674069368769,1.1473741645475857,0.0,0.3333333333333333,0,0,24436.9,24408.65,28.25,24422.775,14.125,1.1299999999973809,0.5736585365851103,0.081613052141124,2.040326303532832,13.84582453849908,0,0,1,UT100,pullback_only,WIN,2.0,1
2025-09-19_1630,2025-09-19 16:55:00,,1.0,1.0,1.0,,,,-1.0,-1.0,-1.0,,,,1.0,1.0,1.0,,,,0.0,0.0,0.0,,,24529.0515259942,24514.20023330319,24496.422351994526,24472.400918136325,24152.30729283949,24.53987374957373,0.0999791148892798,1.885245249200104,0.0,1.0,0,0,24537.15,24491.4,45.75,24514.275,22.875,7.75,0.4827450980392671,0.335459030413351,1.9802904053433303,23.10267215179894,1,1,1,UT100,pullback_only,LOSS,-1.0,0
2025-09-19_1630,2025-09-19 18:20:00,,,,,,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,24504.496090286884,24512.45795499192,24506.388561419182,24479.72583110787,24159.638380825643,22.71698838859843,0.0927399275397694,0.963340196985906,0.0,0.6666666666666666,0,0,24537.15,24491.4,45.75,24514.275,-20.685000000004948,0.0,0.4004149377594206,0.0,2.0073799887610724,22.790901700796702,1,1,1,UT100,reversal_only,LOSS,-1.0,0
2025-09-22_0300,2025-09-22 04:05:00,,,0.0,0.0,,0.0,,,2.0,2.0,,2.0,,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,24598.985206273057,24602.443043536725,24598.976973385,24551.36334348433,24199.235986484888,9.97787911135605,0.0405629080735964,1.2000274743666413,0.0,0.6666666666666666,0,0,24624.53,24597.03,27.5,24610.78,-13.75,5.379999999997381,0.9452354874041464,0.6027317431308998,3.0808778691650214,8.926027310343542,1,1,1,UT100,pullback_only,WIN,2.0,1
2025-09-22_1000,2025-09-22 10:30:00,,,0.0,,,0.0,,,2.0,,,2.0,,,1.0,,,1.0,,,1.0,,,1.0,24537.0362656018,24559.25473169564,24578.577642199583,24571.39491692892,24221.690962243843,16.117472786809735,0.0657506346086539,1.7418182077565385,0.0,0.3333333333333333,0,0,24581.53,24549.28,32.25,24565.405,-56.47000000000117,0.0,0.8775510204081632,0.0,2.5416409435457994,12.688653006592103,0,0,1,UT100,pullback_ema_reversal,WIN,2.0,1
2025-09-22_1000,2025-09-22 11:10:00,,,,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,24542.659327673548,24549.685643092125,24568.078845749667,24568.955807625167,24224.78010689813,14.70770722098226,0.0598859474142308,1.18729978176233,0.0,0.3333333333333333,0,0,24581.53,24549.28,32.25,24565.405,-16.125,44.25,0.6986335403727358,2.704189321821292,1.970849844717213,16.363499272379823,0,0,1,UT100,pullback_only,LOSS,-1.0,0
2025-09-22_1630,2025-09-22 16:50:00,,0.0,0.0,0.0,,,,2.0,2.0,2.0,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,24590.950059925744,24568.69526190656,24554.223656120947,24557.587055079697,24240.903718780508,19.1597088128117,0.0777928138519262,1.5906269638179946,0.0,1.0,0,0,24607.28,24565.15,42.12999999999738,24586.215,21.06499999999869,2.12000000000262,0.4133165829147279,0.114406391470178,2.273557204071861,18.53043324555196,1,1,1,UT100,pullback_only,WIN,2.0,1
2025-09-22_1630,2025-09-22 17:45:00,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,,,,24651.269890829863,24621.837283227032,24587.40690397607,24566.77029431864,24245.29552257374,16.811944027512073,0.0681441441826265,1.0083367441984936,0.0,1.0,0,0,24607.28,24565.15,42.12999999999738,24586.215,84.93500000000131,63.87000000000262,0.2399999999997817,3.799084739723254,2.5059564754113697,16.811944027512073,1,1,1,UT100,baseline_breakout,LOSS,-1.0,0
2025-09-23_0300,2025-09-23 04:40:00,,1.0,1.0,1.0,,,,-1.0,-1.0,-1.0,,,,1.0,1.0,1.0,,,,0.0,0.0,0.0,,,24758.97541474313,24755.659535806408,24750.95535142984,24690.67466496661,24292.69718097605,6.229737776696221,0.0251590692638389,0.9763116286235912,0.0,1.0,0,0,24760.78,24745.03,15.75,24752.905,7.875,1.1200000000026191,0.5555555555555556,0.1787868226365866,2.514189693321119,6.264443785542306,1,1,1,UT100,pullback_only,LOSS,-1.0,0
2025-09-23_1000,2025-09-23 11:10:00,,1.0,1.0,1.0,,,,-1.0,-1.0,-1.0,,,,1.0,1.0,1.0,,,,0.0,0.0,0.0,,,24764.34751764168,24760.95946140528,24758.882792520355,24727.2877851435,24324.21277341788,9.440633141999315,0.0381096658926805,1.076175833763319,0.0,1.0,0,0,24771.15,24738.78,32.37000000000262,24754.965,16.18500000000131,2.8799999999973807,0.3947368421052631,0.2945491945552862,3.310610217973631,9.777653625383827,1,1,1,UT100,pullback_only,LOSS,-1.0,0
2025-09-23_1630,2025-09-23 17:00:00,,,,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,24720.417052610184,24737.221666836365,24748.716628764825,24741.179464100747,24348.569604323908,19.05826706585524,0.0771659115347826,1.7503828347022494,0.0,0.3333333333333333,0,0,24768.15,24701.65,66.5,24734.9,-33.25,2.87000000000262,0.3925417075564783,0.1555399879465355,3.6039753304652176,18.45184661444835,0,0,1,UT100,pullback_only,WIN,2.0,1
2025-09-23_1630,2025-09-23 17:05:00,,,0.0,,,0.0,,,2.0,,,2.0,,,1.0,,,1.0,,,1.0,,,1.0,24718.21364208815,24734.692424396693,24747.17480018581,24740.863250527607,24348.569604323908,19.166498123741555,0.077567638727535,1.6782515651035266,0.0,0.3333333333333333,0,0,24768.15,24701.65,66.5,24734.9,-34.74750000000131,0.0,0.3925417075564783,0.0,3.6039753304652176,18.45184661444835,0,0,1,UT100,pullback_ema_reversal,WIN,2.0,1
2025-09-24_0300,2025-09-24 03:25:00,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,,24594.919462197424,24598.459343804472,24602.671108064136,24656.83373189251,24371.27768449792,8.836340833843051,0.0359182157751265,1.4298903834445054,0.0,0.3333333333333333,0,0,24600.65,24570.15,30.5,24585.4,15.87999999999738,0.6299999999973807,0.46875,0.0712964802788604,3.451654997641723,8.836340833843051,0,0,1,UT100,baseline_breakout,WIN,2.0,1
2025-09-24_0300,2025-09-24 03:30:00,,0.0,0.0,0.0,,,,2.0,2.0,2.0,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,24595.04156975794,24598.193039822247,24602.39106461064,24656.2237445105,24371.27768449792,9.17416205599766,0.0373001193956692,1.4560385563727851,0.0,0.3333333333333333,0,0,24600.65,24570.15,30.5,24585.4,15.25,0.6299999999973807,0.46875,0.0712964802788604,3.451654997641723,8.836340833843051,0,0,1,UT100,pullback_only,WIN,2.0,1
2025-09-24_1000,2025-09-24 11:10:00,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,,,,24646.38406871224,24635.594843084567,24623.47098382132,24629.36529178608,24390.383122021445,10.461366008967556,0.0424253679046858,1.1035751323239666,0.0,1.0,0,0,24648.28,24605.65,42.62999999999738,24626.965,31.31499999999869,10.0,0.1905972045742694,0.9558981103832837,4.074993644563688,10.461366008967556,1,1,1,UT100,baseline_breakout,LOSS,-1.0,0
2025-09-24_1000,2025-09-24 11:20:00,,1.0,1.0,1.0,,,,-1.0,-1.0,-1.0,,,,1.0,1.0,1.0,,,,0.0,0.0,0.0,,,24647.62580397584,24638.10383725997,24625.52214231256,24629.777806985487,24390.383122021445,10.390892691180124,0.0421592300948851,1.049472794231333,0.0,1.0,0,0,24648.28,24605.65,42.62999999999738,24626.965,21.31499999999869,10.0,0.1905972045742694,0.9558981103832837,4.074993644563688,10.461366008967556,1,1,1,UT100,pullback_only,LOSS,-1.0,0
2025-09-24_1630,2025-09-24 16:45:00,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,,24606.71201559082,24623.79354860988,24636.04143963932,24637.12232950414,24402.492272436222,21.19114153355412,0.0862694504274733,2.031754838343532,0.0,0.3333333333333333,0,0,24657.4,24582.78,74.62000000000262,24620.09,-56.18999999999869,18.87999999999738,0.914362176628082,0.8909383182639186,3.5212826964441293,21.19114153355412,0,0,1,UT100,baseline_breakout,WIN,2.0,1
2025-09-24_1630,2025-09-24 16:55:00,,,,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,24593.920489978125,24614.554172404856,24630.985288955784,24635.79596076071,24402.492272436222,22.86801297409176,0.0930354190785632,1.9213345300090083,0.0,0.3333333333333333,0,0,24657.4,24582.78,74.62000000000262,24620.09,-37.31000000000131,18.87999999999738,0.914362176628082,0.8909383182639186,3.5212826964441293,21.19114153355412,0,0,1,UT100,pullback_only,WIN,2.0,1
2025-09-24_1630,2025-09-24 17:00:00,,,1.0,,,1.0,,,-1.0,,,-1.0,,,1.0,,,1.0,,,0.0,,,0.0,24594.3663919825,24612.8810658226,24629.619199192814,24635.401473588965,24403.986478680643,24.53627791087918,0.09975657942759,1.9304302534450009,0.0,0.3333333333333333,0,0,24657.4,24582.78,74.62000000000262,24620.09,-40.9375,0.0,0.914362176628082,0.0,3.5212826964441293,21.19114153355412,0,0,1,UT100,pullback_ema_reversal,LOSS,-1.0,0
2025-09-25_0300,2025-09-25 03:45:00,,1.0,1.0,1.0,,,,-1.0,-1.0,-1.0,,,,1.0,1.0,1.0,,,,0.0,0.0,0.0,,,24534.26596594103,24526.0247689608,24515.48857446912,24544.833158356945,24411.65836993372,6.694628294245704,0.0272849991593785,1.1738247195764255,0.0,1.0,0,0,24540.68,24515.93,24.75,24528.305,12.375,0.25,0.1623711340208384,0.0381547541835438,3.777320664170837,6.552263416437508,0,0,1,UT100,pullback_only,LOSS,-1.0,0
2025-09-25_1000,2025-09-25 10:45:00,,1.0,1.0,1.0,,,,-1.0,-1.0,-1.0,,,,1.0,1.0,1.0,,,,0.0,0.0,0.0,,,24493.95305344377,24496.071981285862,24508.04609302155,24531.53851853987,24419.34436805501,11.859167584804403,0.0484140532461509,1.1796179371902822,0.0,0.3333333333333333,0,0,24496.3,24458.43,37.86999999999898,24477.365,18.93500000000131,3.25,0.4063719115734451,0.2520969334951957,2.937511037373171,12.89186645367083,0,0,1,UT100,pullback_only,LOSS,-1.0,0
2025-09-25_1630,2025-09-25 17:15:00,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,,24304.8689644502,24311.02192092748,24356.50294502673,24457.69279490361,24417.15977678784,44.57667112571166,0.1829138452720201,1.4681345516139848,0.0,0.0,0,0,24340.68,24186.05,154.63000000000102,24263.365,106.94500000000336,29.63000000000102,0.851959361393369,0.6646974583732553,3.468854808918448,44.57667112571166,0,0,0,UT100,baseline_breakout,WIN,2.0,1
2025-09-25_1630,2025-09-25 18:05:00,,,1.0,,,1.0,,,-1.0,,,-1.0,,,1.0,,,1.0,,,0.0,,,0.0,24378.2419330158,24359.58899503066,24367.929660980888,24451.41142227196,24417.41938099891,36.258841471246775,0.1488206488526849,0.9199088929408512,0.0,0.3333333333333333,0,0,24340.68,24186.05,154.63000000000102,24263.365,117.02000000000044,0.0,0.851959361393369,0.0,3.468854808918448,44.57667112571166,0,0,0,UT100,pullback_ema_reversal,LOSS,-1.0,0
