WindowID,EntryTime,Loss_baseline_breakout,Loss_pullback_ema,Loss_pullback_ema_reversal,Loss_pullback_only,Loss_reversal_failed_move,Loss_reversal_only,R_Multiple_baseline_breakout,R_Multiple_pullback_ema,R_Multiple_pullback_ema_reversal,R_Multiple_pullback_only,R_Multiple_reversal_failed_move,R_Multiple_reversal_only,TradeTaken_baseline_breakout,TradeTaken_pullback_ema,TradeTaken_pullback_ema_reversal,TradeTaken_pullback_only,TradeTaken_reversal_failed_move,TradeTaken_reversal_only,Win_baseline_breakout,Win_pullback_ema,Win_pullback_ema_reversal,Win_pullback_only,Win_reversal_failed_move,Win_reversal_only,EMA_9_5M,EMA_21_5M,EMA_50_5M,EMA_200_5M,EMA_200_1H,ATR,ATR_Pct,ATR_Ratio,Consolidation_Score,Trend_Score,Is_Consolidating,Is_Tight_Range,RangeHigh,RangeLow,RangeWidth,RangeMid,EntryOffset,BreakoutDistance,BreakoutBodyPct,BreakoutAtrMultiple,RangeAtrRatio,ATR_Value,PriceAboveEMA200_5M,Price_Above_EMA200_5M,Price_Above_EMA200_1H,Market,BestMode,BestResult,BestRR,TargetWin
2025-08-19_1630,2025-08-19 16:50:00,,,,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,23618.33889695823,23642.981624789296,23663.704469667504,23682.176058244004,23639.22123538101,34.509033775201665,0.1461726918181734,2.274916286765748,0.0,0.0,0,0,23685.9,23575.9,110.0,23630.9,-55.0,9.75,0.6836198662846029,0.3099813960912683,3.4972260071835395,31.45350050984767,0,0,0,UT100,pullback_only,WIN,2.0,1
2025-08-19_1630,2025-08-19 18:05:00,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,,23503.46300857573,23552.951088382342,23607.17960119192,23663.245288943148,23635.82586822909,37.76910494539993,0.1609475931879668,1.0807961068473702,0.0,0.0,0,0,23685.9,23575.9,110.0,23630.9,-164.19000000000233,109.19000000000231,0.0021299254526557,2.890987227731513,2.912433327689896,37.76910494539993,0,0,0,UT100,baseline_breakout,WIN,2.0,1
2025-08-20_0300,2025-08-20 03:45:00,,1.0,1.0,1.0,,,,-1.0,-1.0,-1.0,,,,1.0,1.0,1.0,,,,0.0,0.0,0.0,,,23333.71093037702,23344.2192727302,23365.390629016634,23482.483294501933,23616.02648311682,11.392190924630428,0.0488206485110655,0.9485339314743264,0.0,0.0,0,0,23344.03,23328.9,15.12999999999738,23336.465,-7.56499999999869,5.620000000002619,0.6485106382980953,0.5328068415314443,1.4344070306700356,10.547912605343202,0,0,0,UT100,pullback_only,LOSS,-1.0,0
2025-08-20_1000,2025-08-20 10:30:00,,,0.0,1.0,,0.0,,,2.0,-1.0,,2.0,,,1.0,1.0,,1.0,,,1.0,0.0,,1.0,23322.566948902968,23308.08616134641,23298.89097134165,23377.283833543624,23594.343191237964,13.87102947486771,0.0594776877668909,1.251503815693126,0.0,0.6666666666666666,0,0,23333.65,23306.78,26.87000000000262,23320.215,13.43500000000131,7.379999999997381,0.8903999999997905,0.6003172027217702,2.1857077557101983,12.29350078014972,0,0,0,UT100,pullback_ema_reversal,WIN,2.0,1
2025-08-20_1000,2025-08-20 11:15:00,,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,,,23318.455306922613,23314.47551948008,23305.19378816957,23372.35516873663,23591.762960479376,12.902465265605231,0.0553414699729317,1.0582210015822662,0.0,0.6666666666666666,0,0,23333.65,23306.78,26.87000000000262,23320.215,-13.43500000000131,1.3799999999973809,0.7881355932203096,0.108531929078356,2.1132267640153963,12.715152229544096,0,0,0,UT100,pullback_ema,LOSS,-1.0,0
2025-08-20_1630,2025-08-20 17:10:00,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,,,,23131.554229828667,23216.41505653957,23277.398279889057,23339.619665461883,23571.29360651573,46.89580728203663,0.2036296530476037,1.982144052376105,0.0,0.0,0,0,23352.03,23243.9,108.12999999999738,23297.965,-268.0149999999994,213.9500000000008,0.0155913978494112,4.562241539276241,2.3057498370737384,46.89580728203663,0,0,0,UT100,baseline_breakout,LOSS,-1.0,0
2025-08-21_0300,2025-08-21 03:30:00,,1.0,1.0,1.0,,,,-1.0,-1.0,-1.0,,,,1.0,1.0,1.0,,,,0.0,0.0,0.0,,,23222.91886740936,23229.77739748517,23228.21362623728,23247.27190140526,23539.287100585672,14.444251541688915,0.0621916158244375,1.4088258426302265,0.5,0.3333333333333333,0,1,23244.78,23225.78,19.0,23235.28,-9.5,7.129999999997381,0.923883066740343,0.624831149955896,1.6650479451846265,11.411082818935412,0,0,0,UT100,pullback_only,LOSS,-1.0,0
2025-08-21_0300,2025-08-21 05:35:00,,,,,0.0,0.0,,,,,2.0,2.0,,,,,1.0,1.0,,,,,1.0,1.0,23272.45032666179,23255.22421719496,23240.355796992902,23245.96596217394,23534.054465738307,11.780554292345762,0.0506099513572141,0.8244226931949016,0.0,0.6666666666666666,0,0,23244.78,23225.78,19.0,23235.28,44.34249999999884,0.0,0.8661386138614898,0.0,1.3475154262926827,14.100024110501847,1,1,0,UT100,reversal_only,WIN,2.0,1
2025-08-21_1000,2025-08-21 11:20:00,,0.0,0.0,0.0,,,,2.0,2.0,2.0,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,23262.61832047172,23263.523265818643,23261.83463062766,23254.60625566702,23517.95706981272,16.181916541220314,0.0695647838447415,1.314241339040446,0.0,0.3333333333333333,0,0,23280.15,23249.78,30.37000000000262,23264.965,-15.18500000000131,4.129999999997381,0.710252100840248,0.2606453046121322,1.916658087427641,15.845288316792264,0,1,0,UT100,pullback_only,WIN,2.0,1
2025-08-21_1630,2025-08-21 17:00:00,,1.0,1.0,1.0,,,,-1.0,-1.0,-1.0,,,,1.0,1.0,1.0,,,,0.0,0.0,0.0,,,23163.79087574389,23168.67459992598,23188.002396570948,23227.047785482984,23498.73351643444,54.18556470541324,0.2337218723841118,2.0345492730424866,0.0,0.0,0,0,23211.4,23121.15,90.25,23166.275,-45.125,14.25,0.8586046511627501,0.3138322674317834,1.9876043604012952,45.406420813938354,0,0,0,UT100,pullback_only,LOSS,-1.0,0
2025-08-21_1630,2025-08-21 17:35:00,,,,,,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,23206.48075786481,23193.3701600771,23195.748439592026,23226.55714506283,23498.73351643444,46.836261076761495,0.2020540976889684,1.299060090952834,0.0,0.3333333333333333,0,0,23211.4,23121.15,90.25,23166.275,53.042499999995925,0.0,0.5224597645928746,0.0,1.893696529862586,47.6581113060121,0,0,0,UT100,reversal_only,WIN,2.0,1
2025-08-22_1000,2025-08-22 11:25:00,,,1.0,,1.0,1.0,,,-1.0,,-1.0,-1.0,,,1.0,,1.0,1.0,,,0.0,,0.0,0.0,23144.669100145213,23125.135931131663,23118.077691218205,23141.309587595795,23441.600630973306,14.972289620025718,0.0646464102334933,0.8719862962229283,0.0,0.6666666666666666,0,0,23105.65,23061.28,44.37000000000262,23083.465,80.09250000000247,0.0,0.5122273628553431,0.0,3.0598279417234164,14.500815354673726,0,1,0,UT100,pullback_ema_reversal,LOSS,-1.0,0
2025-08-22_1630,2025-08-22 16:50:00,,,,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,23215.03965463056,23199.094085185425,23185.393763721106,23162.65965160677,23428.939848229184,31.272710883050213,0.1345763209371338,2.024395051108693,0.0,0.6666666666666666,0,0,23250.15,23133.78,116.37000000000262,23191.965,58.18500000000131,10.12999999999738,0.2702378092721765,0.3314201086875251,3.80724166317652,30.565435634288303,1,1,0,UT100,pullback_only,WIN,2.0,1
2025-08-22_1630,2025-08-22 16:55:00,,,1.0,,1.0,1.0,,,-1.0,,-1.0,-1.0,,,1.0,,1.0,1.0,,,0.0,,0.0,0.0,23210.211723704444,23198.349168350385,23185.609694555573,23162.940650098244,23428.939848229184,36.28701609864317,0.1564709265213647,2.1712883449009936,0.0,0.6666666666666666,0,0,23250.15,23133.78,116.37000000000262,23191.965,40.125,0.0,0.2702378092721765,0.0,3.80724166317652,30.565435634288303,1,1,0,UT100,pullback_ema_reversal,LOSS,-1.0,0
2025-08-22_1630,2025-08-22 17:05:00,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,,,,23299.289503170847,23242.895593678004,23206.23778417068,23168.6893464157,23429.959352226902,71.7600254252032,0.3054339447197239,3.172585307416235,0.0,1.0,0,0,23250.15,23133.78,116.37000000000262,23191.965,302.4850000000006,244.29999999999927,0.8274569402229107,3.4044023612371443,1.6216549438279844,71.7600254252032,1,1,1,UT100,baseline_breakout,LOSS,-1.0,0
2025-08-25_0300,2025-08-25 03:25:00,,,,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,23505.3515259186,23504.250329950624,23500.49210939038,23396.77796150944,23436.38039287397,12.456773647334092,0.0530100287559591,1.1400300558167635,0.5,1.0,0,1,23528.03,23502.9,25.12999999999738,23515.465,-12.56499999999869,1.1200000000026191,0.5375153751542469,0.0884613770288368,1.984852147079677,12.660892670001278,1,1,1,UT100,pullback_only,WIN,2.0,1
2025-08-25_0300,2025-08-25 05:05:00,,,1.0,,,1.0,,,-1.0,,,-1.0,,,1.0,,,1.0,,,0.0,,,0.0,23470.94478305545,23478.11447758248,23486.84292280991,23411.32760099567,23436.85558372818,6.920929496805623,0.0294853934698012,0.7451354663681896,0.5,0.3333333333333333,0,1,23528.03,23502.9,25.12999999999738,23515.465,-47.46750000000248,0.0,0.7471728594508851,0.0,2.7978886496291984,8.981772739000116,1,1,1,UT100,pullback_ema_reversal,LOSS,-1.0,0
2025-08-25_1630,2025-08-25 17:00:00,,,,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,23433.647984900883,23423.902033224247,23424.07318892462,23433.198252810875,23438.72838216484,28.930152791390583,0.1232491630407431,1.926730780451591,0.0,0.6666666666666666,0,0,23448.4,23375.78,72.62000000000262,23412.09,36.31000000000131,1.1299999999973809,0.8289473684210527,0.0410114911274026,2.6356234386539725,27.553253220835696,1,1,1,UT100,pullback_only,LOSS,-1.0,0
2025-08-26_0300,2025-08-26 03:55:00,,1.0,1.0,1.0,,,,-1.0,-1.0,-1.0,,,,1.0,1.0,1.0,,,,0.0,0.0,0.0,,,23363.315394517616,23391.95569705096,23423.36423769901,23451.462428333885,23440.493965508565,26.456013535495927,0.1132921357821822,1.4925657956746694,0.0,0.0,0,0,23437.28,23344.9,92.37999999999738,23391.09,-46.18999999999869,23.25,0.7763975155279886,0.7673462631814811,3.0489224857076653,30.299228803960776,0,0,0,UT100,pullback_only,LOSS,-1.0,0
2025-08-26_1000,2025-08-26 10:45:00,,,,,,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,23381.70312170216,23385.53846545705,23390.442743659063,23416.53045945274,23436.754790956955,14.283466658859336,0.0611112299237978,1.182366418610746,0.0,0.0,0,0,23387.9,23350.65,37.25,23369.275,18.12749999999869,0.0,0.8396116504855387,0.0,2.366146783525596,15.74289484462875,0,0,0,UT100,reversal_only,WIN,2.0,1
2025-08-26_1630,2025-08-26 16:50:00,,,,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,23413.318821813737,23409.440843595585,23406.83563027272,23411.45789221744,23435.269214880125,31.9171051334976,0.1362143450875704,2.1832202258154423,0.0,0.6666666666666666,0,0,23452.65,23399.03,53.62000000000262,23425.84,-26.81000000000131,20.75,0.7569230769231136,0.766865547472366,1.981654489420254,27.05819823095877,0,1,0,UT100,pullback_only,LOSS,-1.0,0
2025-08-27_0300,2025-08-27 03:25:00,,,,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,23541.11743943769,23543.341484992656,23531.337391562807,23476.375148939864,23441.47273226104,5.179199440497278,0.0220063430575498,0.9437930031158314,0.5,0.6666666666666666,0,1,23551.15,23538.28,12.87000000000262,23544.715,-6.43500000000131,1.25,0.7222222222222222,0.2365770146966319,2.435796943317018,5.283691662112244,1,1,1,UT100,pullback_only,LOSS,-1.0,0
2025-08-27_0300,2025-08-27 03:55:00,,,0.0,,,0.0,,,2.0,,,2.0,,,1.0,,,1.0,,,1.0,,,1.0,23534.39184972396,23538.39954496212,23531.47885568613,23479.61486518825,23441.47273226104,4.5030235454320096,0.019135110876964,0.8701369312427076,0.5,0.6666666666666666,0,1,23551.15,23538.28,12.87000000000262,23544.715,-12.8125,0.0,0.7222222222222222,0.0,2.435796943317018,5.283691662112244,1,1,1,UT100,pullback_ema_reversal,WIN,2.0,1
2025-08-27_0300,2025-08-27 04:45:00,,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,,,23547.501546387062,23543.52018009785,23536.17263971509,23485.85408675708,23442.67230706441,6.209165095458045,0.0263566147250904,1.21732291919642,0.0,1.0,0,0,23551.15,23538.28,12.87000000000262,23544.715,6.43500000000131,4.379999999997381,0.5525059665869723,0.7406590674242888,2.176320136474484,5.913652033221224,1,1,1,UT100,pullback_ema,LOSS,-1.0,0
2025-08-27_1000,2025-08-27 10:45:00,,,1.0,,,1.0,,,-1.0,,,-1.0,,,1.0,,,1.0,,,0.0,,,0.0,23526.072972846323,23532.02010754188,23537.366493717986,23514.58077753237,23448.41438276789,9.938308456579072,0.0422443313530054,1.3058173858248507,0.0,0.3333333333333333,0,0,23549.78,23534.03,15.75,23541.905,-20.782500000001164,0.0,0.9069767441860463,0.0,1.957754314404641,8.044931830370974,1,1,1,UT100,pullback_ema_reversal,LOSS,-1.0,0
2025-08-27_1000,2025-08-27 12:45:00,,,,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,23530.352494105377,23527.44605219166,23529.72841713717,23516.59439732896,23449.96154728821,6.648499586537078,0.0282516347643094,0.795115691411697,0.0,0.6666666666666666,0,0,23549.78,23534.03,15.75,23541.905,-7.875,1.8799999999973809,0.5259467040675144,0.2708708728479886,2.2692639613626406,6.94057644600432,1,1,1,UT100,pullback_only,LOSS,-1.0,0
2025-08-27_1630,2025-08-27 16:50:00,,,,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,23476.41408025732,23495.456845277728,23513.55133567376,23517.92465184048,23452.53743703547,26.306515455766213,0.1120652708230719,2.0181954447479,0.0,0.3333333333333333,0,0,23499.65,23448.53,51.12000000000262,23474.09,-25.56000000000131,14.12999999999738,0.6234567901234568,0.5904575353719062,2.1361775801995035,23.93059475665332,0,0,1,UT100,pullback_only,LOSS,-1.0,0
2025-08-28_0300,2025-08-28 03:25:00,,,,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,23444.432482508582,23452.5198434016,23474.67079852311,23508.73752333106,23458.49573899954,12.6499899123209,0.0539824341971563,0.9180325162722112,0.5,0.0,0,1,23455.9,23436.4,19.5,23446.15,-9.75,0.75,0.6457489878541571,0.0582124831836673,1.513524562775351,12.883834514216826,0,0,0,UT100,pullback_only,LOSS,-1.0,0
2025-08-28_1000,2025-08-28 11:00:00,,1.0,1.0,1.0,,,,-1.0,-1.0,-1.0,,,,1.0,1.0,1.0,,,,0.0,0.0,0.0,,,23562.21660372973,23548.86620180015,23528.847012245133,23511.286156080736,23463.27820711054,13.471864461330371,0.0571416036004423,1.1492975624207065,0.0,1.0,0,0,23570.78,23543.28,27.5,23557.03,13.75,1.87000000000262,0.5274074074076014,0.151863497942786,2.233286734449608,12.313689763073508,1,1,1,UT100,pullback_only,LOSS,-1.0,0
2025-08-28_1630,2025-08-28 17:00:00,,,,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,23582.23096500821,23582.0940861639,23569.920852529245,23539.444693846395,23469.73043940993,40.85217506823137,0.1735065747133529,1.974165700245728,0.0,1.0,0,0,23682.28,23570.53,111.75,23626.405,-55.875,14.5,0.6151079136690647,0.3738231137075825,2.8810160659877475,38.78839875947962,1,1,1,UT100,pullback_only,LOSS,-1.0,0
2025-08-28_1630,2025-08-28 17:10:00,,,0.0,,,0.0,,,2.0,,,2.0,,,1.0,,,1.0,,,1.0,,,1.0,23589.179017605256,23585.388005094133,23572.30096383034,23540.65894807087,23469.73043940993,43.033055940138055,0.1822821302499839,1.7937174976462438,0.0,1.0,0,0,23682.28,23570.53,111.75,23626.405,-41.30999999999767,0.0,0.6151079136690647,0.0,2.8810160659877475,38.78839875947962,1,1,1,UT100,pullback_ema_reversal,WIN,2.0,1
2025-08-29_0300,2025-08-29 03:20:00,,1.0,1.0,1.0,,,,-1.0,-1.0,-1.0,,,,1.0,1.0,1.0,,,,0.0,0.0,0.0,,,23692.13847903131,23692.540402185783,23693.2330294062,23640.13745248512,23488.63160863061,7.343825010045327,0.0309957190365492,1.1206597933971012,0.5,0.3333333333333333,0,1,23694.53,23684.15,10.37999999999738,23689.34,5.18999999999869,2.75,0.6595744680851063,0.3756934230624852,1.418071902322768,7.3197980885138385,1,1,1,UT100,pullback_only,LOSS,-1.0,0
2025-08-29_0300,2025-08-29 05:55:00,,,,,,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,23670.38146431032,23675.01315538021,23682.187923348345,23650.816837173566,23492.329690685405,4.15598236093251,0.0175563247854981,0.7494542141105806,0.0,0.3333333333333333,0,0,23694.53,23684.15,10.37999999999738,23689.34,-19.90749999999753,0.0,0.3026634382568505,0.0,2.0225689659038744,5.132087051161995,1,1,1,UT100,reversal_only,WIN,2.0,1
2025-08-29_1000,2025-08-29 11:20:00,,,0.0,,,0.0,,,2.0,,,2.0,,,1.0,,,1.0,,,1.0,,,1.0,23625.51344090182,23642.5913908006,23657.34212057501,23656.576949150724,23501.355097456264,11.785878391254208,0.0499115481304752,1.2972721853330007,0.0,0.3333333333333333,0,0,23683.9,23659.65,24.25,23671.775,-63.06000000000131,0.0,0.6105919003114205,0.0,2.885991542401324,8.402658027134237,0,0,1,UT100,pullback_ema_reversal,WIN,2.0,1
2025-09-01_0300,2025-09-01 04:20:00,,0.0,0.0,0.0,,,,2.0,2.0,2.0,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,23487.666114205746,23486.825348518367,23472.590209529146,23495.294017489345,23497.41407074029,6.603581226050782,0.0281194549063801,0.8930257943768026,0.5,0.6666666666666666,0,1,23504.78,23482.78,22.0,23493.78,-11.0,0.25,0.7119386637460969,0.0354982851283945,3.123849091298721,7.042593722366286,0,0,0,UT100,pullback_only,WIN,2.0,1
2025-09-01_1000,2025-09-01 10:30:00,,,,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,23408.86782838105,23396.260830995765,23397.35644477552,23445.762756450764,23491.769685254043,17.100698546202274,0.0730049378616842,1.0111561582406474,0.0,0.3333333333333333,0,0,23421.4,23395.53,25.87000000000262,23408.465,12.93500000000131,4.379999999997381,0.7645977011493048,0.2438434473715387,1.440235156051625,17.962344476387237,0,0,0,UT100,pullback_only,LOSS,-1.0,0
2025-09-01_1000,2025-09-01 11:15:00,,,1.0,,,1.0,,,-1.0,,,-1.0,,,1.0,,,1.0,,,0.0,,,0.0,23421.686954717763,23412.011631205853,23405.28680091552,23443.85298633331,23491.28720082365,13.771235431302289,0.0587985901188047,0.8207652575749709,0.0,0.6666666666666666,0,0,23421.4,23395.53,25.87000000000262,23408.465,17.469999999997526,0.0,0.7645977011493048,0.0,1.440235156051625,17.962344476387237,0,0,0,UT100,pullback_ema_reversal,LOSS,-1.0,0
2025-09-01_1630,2025-09-01 17:10:00,,,0.0,,0.0,0.0,,,2.0,,2.0,2.0,,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,23437.54762721065,23433.517900755505,23430.544447369248,23438.49843326524,23488.02548786346,8.969880664979913,0.0382687967139589,1.0307419077239632,0.0,0.6666666666666666,0,0,23436.4,23396.78,39.62000000000262,23416.59,24.3125,0.0,0.4885714285711791,0.0,3.508523416903365,11.292499804653254,0,1,0,UT100,pullback_ema_reversal,WIN,2.0,1
2025-09-02_0300,2025-09-02 03:20:00,,1.0,1.0,1.0,,,,-1.0,-1.0,-1.0,,,,1.0,1.0,1.0,,,,0.0,0.0,0.0,,,23396.22563726985,23405.388192498427,23419.710565402234,23433.965118807435,23485.162915540288,10.430276245278309,0.0445909232952901,1.0395858265229705,0.0,0.0,0,0,23407.28,23391.9,15.37999999999738,23399.59,-7.68999999999869,0.5,0.3494339622639532,0.0458734555375635,1.4110674923352144,10.899549513783068,0,0,0,UT100,pullback_only,LOSS,-1.0,0
2025-09-02_0300,2025-09-02 04:20:00,,,,,,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,23426.761137594305,23419.52276934498,23421.47741522156,23432.75456516124,23484.258607922973,8.214806561409706,0.0350677511305388,0.8301885608880946,0.0,0.3333333333333333,0,0,23407.28,23391.9,15.37999999999738,23399.59,32.87749999999869,0.0,0.7452574525747903,0.0,1.5149937797919548,10.15185686248126,0,0,0,UT100,reversal_only,WIN,2.0,1
2025-09-02_1000,2025-09-02 10:25:00,,0.0,0.0,0.0,,,,2.0,2.0,2.0,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,23368.977132727377,23376.90064304541,23383.91777825452,23408.448374171243,23477.11532420036,20.74714440563683,0.0887843108967115,1.5752055141391408,0.0,0.0,0,0,23407.03,23346.4,60.62999999999738,23376.715,-30.31499999999869,11.87000000000262,0.8252969951083319,0.6659699076537178,3.401664321906845,17.82362816035019,0,0,0,UT100,pullback_only,WIN,2.0,1
2025-09-02_1630,2025-09-02 16:45:00,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,,23092.19363147769,23101.63462350352,23152.45078500599,23288.889323980744,23460.34310245734,43.08480364810271,0.1860961892894436,1.674088264435652,0.0,0.0,0,0,23132.65,22981.4,151.25,23057.025,94.875,19.25,0.7689075630252101,0.4467932628224406,3.5105184936048905,43.08480364810271,0,0,0,UT100,baseline_breakout,WIN,2.0,1
2025-09-02_1630,2025-09-02 17:00:00,,,0.0,,,0.0,,,2.0,,,2.0,,,1.0,,,1.0,,,1.0,,,1.0,23139.12833931658,23123.43632870287,23156.665709004606,23285.965192260195,23456.918096462738,46.205070700705626,0.1993184690600906,1.5491311520556188,0.0,0.3333333333333333,0,0,23132.65,22981.4,151.25,23057.025,133.6274999999987,0.0,0.7689075630252101,0.0,3.5105184936048905,43.08480364810271,0,0,0,UT100,pullback_ema_reversal,WIN,2.0,1
2025-09-02_1630,2025-09-02 17:40:00,,,,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,23166.34746466676,23150.03992007584,23161.296590770835,23277.32825947854,23456.918096462738,46.201873201305006,0.1997029353468725,1.175458893155993,0.0,0.3333333333333333,0,0,23132.65,22981.4,151.25,23057.025,75.625,19.25,0.7689075630252101,0.4467932628224406,3.5105184936048905,43.08480364810271,0,0,0,UT100,pullback_only,WIN,2.0,1
2025-09-03_0300,2025-09-03 03:45:00,,,0.0,,,0.0,,,2.0,,,2.0,,,1.0,,,1.0,,,1.0,,,1.0,23289.554314844,23291.59886915502,23273.960588921123,23238.76005836172,23435.13390350295,8.994323144897086,0.0386301816760064,0.9863440953288384,0.5,0.3333333333333333,0,1,23293.03,23281.15,11.87999999999738,23287.09,2.5600000000013097,0.0,0.5102040816324432,0.0,1.402226607303327,8.472239749354237,1,1,0,UT100,pullback_ema_reversal,WIN,2.0,1
2025-09-03_0300,2025-09-03 03:55:00,,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,,,23287.605561500164,23290.24394145044,23274.70487274111,23239.647114457133,23435.13390350295,9.90951382883416,0.0425501355309094,1.1020630832725868,0.5,0.3333333333333333,0,1,23293.03,23281.15,11.87999999999738,23287.09,-5.93999999999869,3.12000000000262,0.4545454545454545,0.3368695012341838,1.2826954085441866,9.261746725577474,1,1,0,UT100,pullback_ema,LOSS,-1.0,0
2025-09-03_1000,2025-09-03 10:20:00,,1.0,1.0,,,,,-1.0,-1.0,,,,,1.0,1.0,,,,,0.0,0.0,,,,23302.125315766487,23298.733031046784,23292.133795559963,23266.03461701701,23425.57583097384,16.405389305088267,0.0703957097829832,1.4407374816868863,0.0,0.6666666666666666,0,0,23319.65,23298.28,21.37000000000262,23308.965,-10.68500000000131,14.87999999999738,0.7924806487284215,1.0271831860730518,1.4751952074185264,14.486218428948405,1,1,0,UT100,pullback_ema,LOSS,-1.0,0
2025-09-03_1000,2025-09-03 11:25:00,,,,,0.0,0.0,,,,,2.0,2.0,,,,,1.0,1.0,,,,,1.0,1.0,23359.220802040072,23336.90297838088,23314.501651613456,23275.58751095632,23425.087812755195,15.080082336681516,0.0645084777565952,1.00434170292047,0.0,0.6666666666666666,0,0,23319.65,23298.28,21.37000000000262,23308.965,70.25,0.0,0.8727272727272727,0.0,1.3362284725339528,15.992774019758526,1,1,0,UT100,reversal_only,WIN,2.0,1
2025-09-03_1630,2025-09-03 18:25:00,,,,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,23430.028049765933,23422.382825529327,23404.595614550588,23344.79676646268,23422.667512142016,30.21794644472071,0.1292423473438965,0.8978657744277238,0.0,0.6666666666666666,0,0,23395.15,23329.9,65.25,23362.525,32.625,68.16999999999825,0.7447735191638336,1.878315904073175,1.7978599492559455,36.2931495453826,1,1,0,UT100,pullback_only,LOSS,-1.0,0
2025-09-03_1630,2025-09-03 18:45:00,,,1.0,,1.0,1.0,,,-1.0,,-1.0,-1.0,,,1.0,,1.0,1.0,,,0.0,,0.0,0.0,23404.028817184128,23410.7575565394,23401.77930906368,23346.39103176537,23422.667512142016,27.1096274253364,0.1159312383830316,0.8269037602201651,0.0,0.3333333333333333,0,0,23395.15,23329.9,65.25,23362.525,26.8949999999968,0.0,0.9593495934957906,0.0,2.2651660419988824,28.805835329590465,1,1,0,UT100,pullback_ema_reversal,LOSS,-1.0,0
2025-09-04_0300,2025-09-04 05:55:00,,,,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,23455.809951335505,23456.879076719444,23442.3748671576,23392.23431219682,23420.283349534988,11.433867081073108,0.0487805450697249,1.006606021933805,0.0,0.6666666666666666,0,0,23435.28,23390.03,45.25,23412.655,22.625,26.25,0.0988142292489862,2.285528473790785,3.939815750058401,11.485308671942146,1,1,1,UT100,pullback_only,LOSS,-1.0,0
2025-09-04_1630,2025-09-04 17:00:00,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,,,,23432.201221731444,23440.30049478064,23448.280940559496,23434.60240838629,23423.491253834727,35.97197030273669,0.1537927494462853,1.8142064002054727,0.0,0.0,0,0,23506.65,23416.28,90.37000000000262,23461.465,-71.56499999999869,26.37999999999738,0.7982179320586209,0.733348765107549,2.5122338098096173,35.97197030273669,0,0,0,UT100,baseline_breakout,LOSS,-1.0,0
